max_reward reward cum_regret
1 -1 1
2 -1 1
1 -1 1
1 -1 1
1 0 0.8
0 -1 0.8333333333333334
0 -1 0.8571428571428571
1 0 0.75
0 -1 0.7777777777777778
1 -1 0.8
1 0 0.7272727272727273
1 -1 0.75
1 0 0.6923076923076923
0 -1 0.7142857142857143
0 -1 0.7333333333333333
1 0 0.6875
0 -1 0.7058823529411765
0 0 0.6666666666666666
1 0 0.631578947368421
0 0 0.6
1 0 0.5714285714285714
1 -1 0.5909090909090909
0 -1 0.6086956521739131
1 -1 0.625
2 -1 0.64
0 0 0.6153846153846154
1 -1 0.6296296296296297
0 0 0.6071428571428571
1 0 0.5862068965517241
1 0 0.5666666666666667
0 -1 0.5806451612903226
1 0 0.5625
1 0 0.5454545454545454
0 0 0.5294117647058824
1 -1 0.5428571428571428
1 -1 0.5555555555555556
2 -1 0.5675675675675675
0 0 0.5526315789473685
0 -1 0.5641025641025641
0 -1 0.575
1 0 0.5609756097560976
1 0 0.5476190476190477
1 0 0.5348837209302325
1 -1 0.5454545454545454
1 -1 0.5555555555555556
1 -1 0.5652173913043478
0 -1 0.574468085106383
1 -1 0.5833333333333334
0 -1 0.5918367346938775
1 -1 0.6
1 0 0.5882352941176471
1 0 0.5769230769230769
1 0 0.5660377358490566
1 -1 0.5740740740740741
1 -1 0.5818181818181818
1 -1 0.5892857142857143
0 -1 0.5964912280701754
1 -1 0.603448275862069
1 -1 0.6101694915254238
1 0 0.6
1 0 0.5901639344262295
0 -1 0.5967741935483871
0 -1 0.6031746031746031
0 0 0.59375
0 -1 0.6
2 0 0.5909090909090909
0 0 0.582089552238806
0 -1 0.5882352941176471
0 -1 0.5942028985507246
1 0 0.5857142857142857
0 -1 0.5915492957746479
1 0 0.5833333333333334
0 0 0.5753424657534246
0 -1 0.581081081081081
0 -1 0.5866666666666667
1 -1 0.5921052631578947
0 -1 0.5974025974025974
2 -1 0.6025641025641025
0 -1 0.6075949367088608
1 0 0.6
0 0 0.5925925925925926
0 0 0.5853658536585366
2 -1 0.5903614457831325
1 -1 0.5952380952380952
1 0 0.5882352941176471
1 -1 0.5930232558139535
2 -1 0.5977011494252874
0 0 0.5909090909090909
0 -1 0.5955056179775281
1 -1 0.6
1 -1 0.6043956043956044
1 0 0.5978260869565217
2 -1 0.6021505376344086
1 -1 0.6063829787234043
1 0 0.6
1 -1 0.6041666666666666
1 -1 0.6082474226804123
0 0 0.6020408163265306
1 0 0.5959595959595959
1 -1 0.6
0 -1 0.6039603960396039
0 0 0.5980392156862745
1 -1 0.6019417475728155
0 -1 0.6057692307692307
1 0 0.6
1 -1 0.6037735849056604
2 -1 0.6074766355140186
1 0 0.6018518518518519
0 -1 0.6055045871559633
0 -1 0.6090909090909091
1 -1 0.6126126126126126
1 0 0.6071428571428571
2 -1 0.6106194690265486
1 -1 0.6140350877192983
1 -1 0.6173913043478261
2 0 0.6120689655172413
0 -1 0.6153846153846154
0 -1 0.6186440677966102
2 -1 0.6218487394957983
0 -1 0.625
1 -1 0.628099173553719
1 -1 0.6311475409836066
1 -1 0.6341463414634146
1 0 0.6290322580645161
0 0 0.624
0 0 0.6190476190476191
2 -1 0.6220472440944882
0 0 0.6171875
1 0 0.6124031007751938
2 -1 0.6153846153846154
2 -1 0.6183206106870229
1 0 0.6136363636363636
2 -1 0.6165413533834586
1 0 0.6119402985074627
0 -1 0.6148148148148148
1 0 0.6102941176470589
0 -1 0.6131386861313869
2 0 0.6086956521739131
0 -1 0.6115107913669064
1 -1 0.6142857142857143
0 -1 0.6170212765957447
2 -1 0.6197183098591549
1 -1 0.6223776223776224
1 -1 0.625
1 -1 0.6275862068965518
1 -1 0.6301369863013698
1 0 0.6258503401360545
0 -1 0.6283783783783784
1 0 0.6241610738255033
0 -1 0.6266666666666667
1 -1 0.6291390728476821
1 -1 0.631578947368421
2 0 0.6274509803921569
1 -1 0.6298701298701299
1 -1 0.632258064516129
1 -1 0.6346153846153846
2 -1 0.6369426751592356
1 -1 0.6392405063291139
2 -1 0.6415094339622641
1 -1 0.64375
0 0 0.639751552795031
